element_name,element_class_sfb_mmg,worksection_class_sfb_mmg,worksection_name,activity_name,techflow_name,LCS_name,LCM_code,LCM_nest1_code,LCM_nest2_code,activity_type,techflow_unit,techflow_amount,indicator_GWP,indicator_PM,indicator_EP,indicator_old,indicator_aci,indicator_pof,indicator_dare,indicator_darf,indicator_HTc,indicator_HTnc,indicator_irhh,indicator_ecofw,indicator_ws,indicator_luosom,indicator_luobio,indicator_luourb,indicator_luoagr,indicator_luofor,indicator_lutsom,indicator_lutbio,indicator_luturb,indicator_lutagr
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Sandpaper [RER]| production,B1-4: Use stage (embodied),B2.3,B2.3,-,Process,kg,0.01,0.00005973,5.14E-08,5.59E-08,8.63E-12,0.000000379,2.73E-08,2.17E-10,0.00086949,8.49E-13,6.75E-12,0.0000037,0.000073,0.00000106,0.00006624,0.00000378,0.00000429,9.23E-09,0.00000148,0.00066953,-0.0000015,-0.000000027,-0.000000011
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.3,B2.3,-,Process,kg,0.04,0.03113248,0.00002804,0.00002216,6.32E-09,0.00023688,0.00002328,1.716E-07,2.0103744,2.968E-10,2.296E-09,0.00198692,0.01187296,-0.0000036,0.0070124,0.00039408,0.00021652,0.000001516,0.00191324,0.079655,0.00016492,0.00000956,-0.00000104
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,"Vacuum cleaning, energy use [BE]| processing",B1-4: Use stage (embodied),B2.1,B2.1,-,Process,m2,52.00,0.29484,0.00006136,0.00010504,7.176E-08,0.000624,0.00004108,6.916E-07,4.238884,3.8064E-09,2.9536E-08,0.106444,0.089076,0.0009204,0.252044,0.013988,0.0018356,0.00017264,0.111332,0.1508,-0.0039,0.000018616,-0.0001248
IF05 tim frame + str blown,23,(43./2)Si3 - AA - 0022,Floor finish | Cladding | Parquet | Hardwood (22 mm) | Glued | Surface treated | Belgian mix,parquet wax,Wood wax [RER]| production,B1-4: Use stage (embodied),B2.2,B2.2,-,Process,kg,0.15,0.1167468,0.00010515,0.0000831,2.37E-08,0.0008883,0.0000873,6.435E-07,7.538904,1.113E-09,8.61E-09,0.00745095,0.0445236,-0.0000135,0.0262965,0.0014778,0.00081195,0.000005685,0.00717465,0.29870625,0.00061845,0.00003585,-0.0000039
